id,date,dep_airport,des_airport,airline_id,total
2653,2013-07-01,JFK,MBJ,DL,3078
2654,2013-05-01,EWR,YYT,UA,700
2655,2013-07-01,JFK,GVA,LX,1381
2656,2013-07-01,EWR,DEL,UA,1452
2657,2013-08-01,EWR,HKG,UA,2717
2658,2013-05-01,JFK,HND,AA,648
2659,2013-05-01,JFK,MAN,AA,1451
2660,2013-03-01,JFK,YVR,CX,1785
2661,2013-10-01,JFK,FRA,DL,5406
2662,2013-07-01,JFK,BCN,AA,1904
2663,2013-03-01,JFK,BOG,DL,2913
2664,2013-08-01,JFK,GRU,DL,3664
2665,2013-10-01,JFK,DOH,QR,730
2666,2013-07-01,JFK,BGI,B6,1299
2667,2013-05-01,JFK,BOG,DL,2913
2668,2013-10-01,EWR,DUS,LH,1465
2669,2013-03-01,JFK,MAN,AA,1451
2670,2013-10-01,JFK,AMS,DL,3750
2671,2013-03-01,EWR,PVG,UA,1419
2672,2013-10-01,JFK,YVR,CX,1785
2673,2013-05-01,LGA,NAS,DL,3196
2674,2013-08-01,EWR,DUS,LH,1465
2675,2013-03-01,EWR,GRU,UA,3664
2676,2013-08-01,EWR,BRU,UA,3031
2677,2013-05-01,EWR,ZRH,LX,3248
2678,2013-04-01,EWR,YYC,AC,1074
2679,2013-05-01,JFK,DEL,AI,1452
2680,2013-03-01,EWR,YVR,AC,1785
2681,2013-12-01,JFK,GIG,JJ,1385
2682,2013-03-01,JFK,GRU,DL,3664
2683,2013-10-01,JFK,POP,B6,1262
2684,2013-08-01,JFK,CUN,AM,5646
2685,2013-10-01,JFK,DEL,AI,1452
2686,2013-05-01,JFK,FRA,SQ,5406
2687,2013-10-01,JFK,FCO,DL,2982
2688,2013-07-01,JFK,AUH,EY,731
2689,2013-10-01,JFK,GRU,DL,3664
2690,2013-08-01,JFK,FRA,DL,5406
2691,2013-03-01,JFK,LIM,LA,1340
2692,2013-07-01,EWR,GRU,UA,3664
2693,2013-10-01,JFK,ICN,OZ,2221
2694,2013-10-01,JFK,GIG,JJ,1385
2695,2013-01-01,JFK,SDQ,AA,6752
2696,2013-01-01,JFK,SXM,AA,1681
2697,2013-12-01,JFK,MEX,DL,5929
2698,2013-11-01,LGA,YHZ,EV,3458
2699,2013-08-01,JFK,MAD,DL,3671
2700,2013-07-01,JFK,DEL,AI,1452
2701,2013-05-01,JFK,BDA,AA,3146
2702,2013-07-01,JFK,MUC,LH,2057
2703,2013-05-01,JFK,MUC,LH,2057
2704,2013-05-01,JFK,FRA,DL,5406
2705,2013-08-01,JFK,CAI,MS,678
2706,2013-10-01,EWR,ZRH,UA,3248
2707,2013-01-01,EWR,MAN,UA,1451
2708,2013-12-01,JFK,MDE,AV,485
2709,2013-03-01,EWR,BRU,9W,3031
2710,2013-10-01,EWR,BRU,9W,3031
2711,2013-08-01,JFK,LIM,LP,1340
2712,2013-03-01,JFK,MEX,4O,5929
2713,2013-08-01,JFK,FCO,DL,2982
2714,2013-01-01,JFK,EZE,AA,1295
2715,2013-08-01,JFK,BRU,SN,3031
2716,2013-03-01,JFK,PAP,DL,1661
2717,2013-07-01,JFK,FRA,DL,5406
2718,2013-07-01,EWR,HKG,UA,2717
2719,2013-01-01,EWR,ZRH,LX,3248
2720,2013-03-01,JFK,SVO,DL,2182
2721,2013-01-01,EWR,BOM,AI,1447
2722,2013-08-01,EWR,GLA,UA,683
2723,2013-08-01,JFK,ZRH,AA,3248
2724,2013-07-01,EWR,FCO,UA,2982
2725,2013-08-01,EWR,NRT,UA,3625
2726,2013-10-01,JFK,GVA,LX,1381
2727,2013-03-01,EWR,BRU,UA,3031
2728,2013-12-01,JFK,JNB,SA,661
2729,2013-08-01,JFK,PUJ,DL,3067
2730,2013-05-01,JFK,MXP,AA,2920
2731,2013-05-01,EWR,BOM,UA,1447
2732,2013-04-01,EWR,YVR,AC,1785
2733,2013-04-01,EWR,SDQ,UA,6752
2734,2013-05-01,JFK,ICN,OZ,2221
2735,2013-10-01,JFK,MEX,DL,5929
2736,2013-03-01,EWR,YYC,AC,1074
2737,2013-10-01,JFK,AUH,EY,731
2738,2013-10-01,LGA,NAS,DL,3196
2739,2013-03-01,LGA,NAS,DL,3196
2740,2013-07-01,JFK,FCO,DL,2982
2741,2013-07-01,EWR,YYC,WS,1074
2742,2013-03-01,JFK,DOH,QR,730
2743,2013-07-01,JFK,JNB,SA,661
2744,2013-07-01,JFK,VIE,OS,710
2745,2013-05-01,JFK,KIN,BW,2300
2746,2013-03-01,EWR,BOM,AI,1447
2747,2013-05-01,JFK,MXP,DL,2920
2748,2013-02-01,LGA,YUL,QK,18521
2749,2013-07-01,JFK,CPH,DL,1156
2750,2013-08-01,EWR,YVR,AC,1785
2751,2013-05-01,JFK,NCE,DL,500
2752,2013-08-01,EWR,BOG,UA,2913
2753,2013-01-01,EWR,BOM,UA,1447
2754,2013-01-01,EWR,SXM,UA,1681
2755,2013-05-01,LGA,BDA,DL,3146
2756,2013-05-01,JFK,BRU,SN,3031
2757,2013-07-01,EWR,SNN,UA,1749
2758,2013-03-01,EWR,HKG,UA,2717
2759,2013-08-01,EWR,BRU,9W,3031
2760,2013-05-01,EWR,HKG,UA,2717
2761,2013-05-01,EWR,YYC,AC,1074
2762,2013-12-01,JFK,DUS,AB,1465
2763,2013-08-01,LGA,NAS,DL,3196
2764,2013-10-01,EWR,EDI,UA,886
2765,2013-07-01,EWR,MUC,UA,2057
2766,2013-01-01,JFK,PAP,DL,1661
2767,2013-05-01,EWR,PEK,UA,1741
2768,2013-05-01,EWR,FRA,LH,5406
2769,2013-03-01,JFK,SDQ,AA,6752
2770,2013-05-01,JFK,MAD,AA,3671
2771,2013-09-01,JFK,CDG,DL,7711
2772,2013-05-01,EWR,DUS,LH,1465
2773,2013-07-01,JFK,ICN,OZ,2221
2774,2013-08-01,EWR,HAM,UA,580
2775,2013-10-01,EWR,MUC,LH,2057
2776,2013-02-01,JFK,MBJ,BW,3078
2777,2013-08-01,JFK,MUC,LH,2057
2778,2013-07-01,JFK,BGI,AA,1299
2779,2013-03-01,EWR,LIM,UA,1340
2780,2013-03-01,EWR,NRT,UA,3625
2781,2013-01-01,JFK,NRT,JL,3625
2782,2013-07-01,EWR,DUS,LH,1465
2783,2013-01-01,EWR,GRU,UA,3664
2784,2013-03-01,JFK,TLV,DL,4143
2785,2013-03-01,JFK,NRT,DL,3625
2786,2013-05-01,JFK,AUA,DL,3087
2787,2013-08-01,JFK,GRU,JJ,3664
2788,2013-08-01,EWR,PVG,UA,1419
2789,2013-08-01,JFK,BDA,B6,3146
2790,2013-07-01,EWR,OSL,UA,1453
2791,2013-08-01,JFK,BCN,AA,1904
2792,2013-12-01,JFK,DOH,QR,730
2793,2013-05-01,EWR,MXP,UA,2920
2794,2013-03-01,JFK,VIE,OS,710
2795,2013-08-01,JFK,ACC,DL,637
2796,2013-08-01,JFK,UVF,B6,635
2797,2013-07-01,JFK,BDA,B6,3146
2798,2013-07-01,JFK,POP,B6,1262
2799,2013-07-01,EWR,MUC,LH,2057
2800,2013-10-01,EWR,BRU,UA,3031
2801,2013-05-01,JFK,MAD,DL,3671
2802,2013-03-01,EWR,DUB,UA,3258
2803,2013-07-01,JFK,CDG,DL,7711
2804,2013-07-01,JFK,SNN,DL,1749
2805,2013-10-01,JFK,KIN,BW,2300
2806,2013-08-01,EWR,DUB,UA,3258
2807,2013-10-01,EWR,YQM,EV,715
2808,2013-12-01,JFK,SCL,LA,742
2809,2013-12-01,JFK,AMS,DL,3750
2810,2013-01-01,EWR,ZRH,UA,3248
2811,2013-03-01,EWR,YQM,EV,715
2812,2013-08-01,JFK,BDA,AA,3146
2813,2013-08-01,EWR,PEK,UA,1741
2814,2013-05-01,LGA,YHZ,G7,3458
2815,2013-07-01,EWR,YYT,UA,700
2816,2013-08-01,JFK,AUA,DL,3087
2817,2013-09-01,JFK,AMS,DL,3750
2818,2013-05-01,EWR,DEL,UA,1452
2819,2013-03-01,JFK,MUC,LH,2057
2820,2013-07-01,JFK,BDA,AA,3146
2821,2013-08-01,JFK,SNN,DL,1749
2822,2013-10-01,JFK,MXP,AA,2920
2823,2013-08-01,EWR,GVA,UA,1381
2824,2013-01-01,EWR,ANU,UA,897
2825,2013-04-01,EWR,PTY,UA,2364
2826,2013-08-01,EWR,YQM,EV,715
2827,2013-06-01,JFK,SXM,B6,1681
2828,2013-08-01,JFK,MAD,UX,3671
2829,2013-08-01,JFK,SCL,LA,742
2830,2013-09-01,JFK,KIN,BW,2300
2831,2013-06-01,JFK,KIN,BW,2300
2832,2013-03-01,JFK,PEK,CA,1741
2833,2013-03-01,EWR,SJD,UA,403
2834,2013-04-01,JFK,GRU,JJ,3664
2835,2013-01-01,LGA,YUL,QK,18521
2836,2013-08-01,LGA,YYZ,RS,34610
2837,2013-12-01,JFK,BGI,B6,1299
2838,2013-12-01,JFK,MBJ,BW,3078
2839,2013-07-01,JFK,YUL,9E,18521
2840,2013-09-01,JFK,MBJ,BW,3078
2841,2013-04-01,JFK,PLS,B6,1179
2842,2013-09-01,JFK,MBJ,B6,3078
2843,2013-03-01,EWR,SXM,UA,1681
2844,2013-10-01,EWR,YYZ,YX,34610
2845,2013-09-01,JFK,KIN,B6,2300
2846,2013-02-01,JFK,SXM,B6,1681
2847,2013-05-01,JFK,MBJ,BW,3078
2848,2013-01-01,JFK,PLS,B6,1179
2849,2013-10-01,JFK,MXP,EK,2920
2850,2013-12-01,JFK,AUA,DL,3087
2851,2013-10-01,JFK,WAW,LO,725
2852,2013-12-01,JFK,YUL,RP,18521
2853,2013-06-01,LGA,YUL,G7,18521
2854,2013-06-01,JFK,PLS,B6,1179
2855,2013-08-01,EWR,NAS,UA,3196
2856,2013-09-01,JFK,ZRH,LX,3248
2857,2013-08-01,JFK,YUL,9E,18521
2858,2013-04-01,JFK,MBJ,BW,3078
2859,2013-06-01,EWR,BDA,UA,3146
2860,2013-01-01,JFK,MBJ,BW,3078
2861,2013-04-01,LGA,YUL,QK,18521
2862,2013-09-01,JFK,CMN,AT,712
2863,2013-12-01,EWR,PTY,UA,2364
2864,2013-10-01,EWR,AUA,UA,3087
2865,2013-11-01,JFK,SXM,B6,1681
2866,2013-08-01,EWR,BDA,UA,3146
2867,2013-02-01,EWR,PTY,UA,2364
2868,2013-06-01,JFK,ZRH,LX,3248
2869,2013-05-01,JFK,WAW,LO,725
2870,2013-07-01,EWR,BDA,UA,3146
2871,2013-07-01,JFK,ZRH,LX,3248
2872,2013-10-01,JFK,AUA,DL,3087
2873,2013-12-01,JFK,ZRH,LX,3248
2874,2013-07-01,JFK,SXM,B6,1681
2875,2013-10-01,JFK,ZRH,LX,3248
2876,2013-11-01,JFK,AUA,DL,3087
2877,2013-11-01,JFK,PLS,B6,1179
2878,2013-07-01,JFK,SCL,LA,742
2879,2013-12-01,JFK,CUN,AM,5646
2880,2013-09-01,JFK,GYE,XL,1024
2881,2013-04-01,JFK,SXM,B6,1681
2882,2013-11-01,JFK,ZRH,LX,3248
2883,2013-12-01,JFK,KIN,BW,2300
2884,2013-10-01,JFK,MBJ,B6,3078
2885,2013-12-01,JFK,POP,B6,1262
2886,2013-04-01,EWR,SXM,UA,1681
2887,2013-01-01,JFK,MAD,IB,3671
2888,2013-02-01,JFK,KEF,FI,1446
2889,2013-12-01,JFK,KEF,FI,1446
2890,2013-03-01,EWR,SDQ,UA,6752
2891,2013-08-01,JFK,ZRH,LX,3248
2892,2013-03-01,EWR,POP,UA,1262
2893,2013-08-01,JFK,SXM,B6,1681
2894,2013-01-01,EWR,CDG,UA,7711
2895,2013-06-01,JFK,DUB,DL,3258
2896,2013-07-01,JFK,CMN,AT,712
2897,2013-12-01,JFK,PLS,B6,1179
2898,2013-11-01,JFK,GRU,AA,3664
2899,2013-09-01,JFK,GRU,JJ,3664
2900,2013-11-01,EWR,NAS,UA,3196
2901,2013-01-01,JFK,SXM,B6,1681
2902,2013-11-01,EWR,SJO,UA,1798
2903,2013-12-01,EWR,PUJ,UA,3067
2904,2013-01-01,EWR,SDQ,UA,6752
2905,2013-07-01,EWR,YYZ,AC,34610
2906,2013-03-01,JFK,PLS,B6,1179
2907,2013-06-01,EWR,PTY,UA,2364
2908,2013-05-01,JFK,MBJ,B6,3078
2909,2013-04-01,EWR,ANU,UA,897
2910,2013-12-01,EWR,NAS,UA,3196
2911,2013-10-01,JFK,GRU,AA,3664
2912,2013-02-01,JFK,PLS,B6,1179
2913,2013-11-01,EWR,AUA,UA,3087
2914,2013-03-01,JFK,SXM,B6,1681
2915,2013-05-01,JFK,PUJ,B6,3067
2916,2013-01-01,EWR,PTY,UA,2364
2917,2013-11-01,EWR,CPH,SK,1156
2918,2013-01-01,JFK,KEF,FI,1446
2919,2013-04-01,JFK,GYE,XL,1024
2920,2013-07-01,JFK,MBJ,BW,3078
2921,2013-09-01,JFK,GRU,AA,3664
2922,2013-05-01,EWR,PUJ,UA,3067
2923,2013-06-01,JFK,CMN,AT,712
2924,2013-11-01,EWR,CUN,UA,5646
2925,2013-07-01,EWR,YUL,S5,18521
2926,2013-05-01,EWR,AUA,UA,3087
2927,2013-12-01,LGA,YYZ,KV,34610
2928,2013-03-01,JFK,MBJ,BW,3078
2929,2013-07-01,JFK,PLS,B6,1179
2930,2013-04-01,JFK,GRU,AA,3664
2931,2013-11-01,JFK,KEF,FI,1446
2932,2013-05-01,JFK,GRU,AA,3664
2933,2013-02-01,JFK,TLV,LY,4143
2934,2013-07-01,JFK,KIN,BW,2300
2935,2013-08-01,EWR,PTY,UA,2364
2936,2013-06-01,EWR,AUA,UA,3087
2937,2013-05-01,JFK,GYE,XL,1024
2938,2013-08-01,JFK,PLS,B6,1179
2939,2013-12-01,EWR,AUA,UA,3087
2940,2013-06-01,LGA,YHZ,EV,3458
2941,2013-10-01,JFK,DUS,AB,1465
2942,2013-05-01,JFK,DUS,AB,1465
2943,2013-07-01,JFK,GYE,XL,1024
2944,2013-08-01,JFK,MBJ,BW,3078
2945,2013-09-01,JFK,YUL,RP,18521
2946,2013-06-01,JFK,KIN,B6,2300
2947,2013-02-01,EWR,CDG,UA,7711
2948,2013-10-01,JFK,CUN,B6,5646
2949,2013-03-01,EWR,PTY,UA,2364
2950,2013-03-01,EWR,ANU,UA,897
2951,2013-08-01,JFK,KIN,BW,2300
2952,2013-02-01,EWR,AUA,UA,3087
2953,2013-12-01,EWR,SDQ,UA,6752
2954,2013-06-01,JFK,YQB,RP,3231
2955,2013-06-01,JFK,GYE,XL,1024
2956,2013-01-01,JFK,NAS,B6,3196
2957,2013-02-01,JFK,GYE,XL,1024
2958,2013-04-01,EWR,AUA,UA,3087
2959,2013-07-01,EWR,AUA,UA,3087
2960,2013-09-01,EWR,CPH,SK,1156
2961,2013-03-01,LGA,YUL,QK,18521
2962,2013-01-01,EWR,YYZ,YX,34610
2963,2013-08-01,JFK,DUB,DL,3258
2964,2013-06-01,JFK,DUS,AB,1465
2965,2013-04-01,EWR,YUL,S5,18521
2966,2013-01-01,EWR,AUA,UA,3087
2967,2013-08-01,EWR,AUA,UA,3087
2968,2013-01-01,EWR,PUJ,UA,3067
2969,2013-04-01,EWR,CPH,SK,1156
2970,2013-02-01,JFK,SAL,TA,1578
2971,2013-09-01,JFK,DUS,AB,1465
2972,2013-09-01,JFK,CUN,B6,5646
2973,2013-04-01,JFK,KIN,BW,2300
2974,2013-08-01,JFK,DUS,AB,1465
2975,2013-07-01,JFK,DUS,AB,1465
2976,2013-10-01,JFK,YUL,RP,18521
2977,2013-07-01,JFK,DUB,DL,3258
2978,2013-06-01,EWR,CPH,SK,1156
2979,2013-06-01,JFK,PUJ,B6,3067
2980,2013-11-01,JFK,PEK,CA,1741
2981,2013-07-01,EWR,PTY,UA,2364
2982,2013-01-01,JFK,KIN,B6,2300
2983,2013-05-01,JFK,AUA,B6,3087
2984,2013-10-01,EWR,CPH,SK,1156
2985,2013-09-01,JFK,PUJ,B6,3067
2986,2013-03-01,EWR,NAS,UA,3196
2987,2013-06-01,JFK,WAW,LO,725
2988,2013-04-01,JFK,PUJ,B6,3067
2989,2013-11-01,JFK,TLV,LY,4143
2990,2013-05-01,EWR,CPH,SK,1156
2991,2013-12-01,LGA,YUL,EV,18521
2992,2013-11-01,LGA,YUL,RP,18521
2993,2013-02-01,JFK,DUB,EI,3258
2994,2013-09-01,LGA,YUL,EV,18521
2995,2013-11-01,JFK,GRU,JJ,3664
2996,2013-12-01,JFK,SXM,B6,1681
2997,2013-09-01,JFK,WAW,LO,725
2998,2013-08-01,JFK,CMN,AT,712
2999,2013-08-01,EWR,CPH,SK,1156
3000,2013-03-01,JFK,TLV,LY,4143
3001,2013-12-01,JFK,PEK,CA,1741
3002,2013-07-01,LGA,YUL,RP,18521
3003,2013-06-01,JFK,PEK,CA,1741
3004,2013-05-01,JFK,AMS,DL,3750
3005,2013-04-01,JFK,PEK,CA,1741
3006,2013-10-01,JFK,AUA,B6,3087
3007,2013-03-01,JFK,KEF,FI,1446
3008,2013-10-01,JFK,GRU,JJ,3664
3009,2013-10-01,JFK,PEK,CA,1741
3010,2013-10-01,JFK,PUJ,B6,3067
3011,2013-07-01,EWR,CPH,SK,1156
3012,2013-09-01,LGA,YUL,RP,18521
3013,2013-09-01,JFK,PEK,CA,1741
3014,2013-02-01,EWR,PUJ,UA,3067
3015,2013-09-01,JFK,TLV,LY,4143
3016,2013-08-01,JFK,WAW,LO,725
3017,2013-07-01,EWR,NAS,UA,3196
3018,2013-05-01,EWR,NAS,UA,3196
3019,2013-01-01,JFK,GYE,XL,1024
3020,2013-08-01,JFK,PEK,CA,1741
3021,2013-02-01,JFK,ZRH,LX,3248
3022,2013-04-01,JFK,TLV,LY,4143
3023,2013-12-01,JFK,TLV,LY,4143
3024,2013-08-01,JFK,GYE,XL,1024
3025,2013-03-01,JFK,GYE,XL,1024
3026,2013-07-01,JFK,WAW,LO,725
3027,2013-04-01,JFK,AUA,B6,3087
3028,2013-03-01,JFK,MBJ,B6,3078
3029,2013-05-01,JFK,PEK,CA,1741
3030,2013-09-01,JFK,AUA,B6,3087
3031,2013-07-01,JFK,PEK,CA,1741
3032,2013-02-01,JFK,PUJ,B6,3067
3033,2013-12-01,JFK,GRU,JJ,3664
3034,2013-12-01,EWR,FRA,UA,5406
3035,2013-11-01,LGA,YUL,EV,18521
3036,2013-09-01,JFK,SAL,TA,1578
3037,2013-03-01,JFK,MAD,IB,3671
3038,2013-03-01,EWR,AUA,UA,3087
3039,2013-02-01,EWR,LHR,VS,20374
3040,2013-06-01,JFK,MBJ,B6,3078
3041,2013-02-01,JFK,KIN,BW,2300
3042,2013-01-01,JFK,SAL,TA,1578
3043,2013-12-01,JFK,KIN,B6,2300
3044,2013-12-01,EWR,CDG,UA,7711
3045,2013-12-01,LGA,YUL,RP,18521
3046,2013-11-01,EWR,FRA,UA,5406
3047,2013-03-01,JFK,PUJ,B6,3067
3048,2013-06-01,JFK,AUA,B6,3087
3049,2013-02-01,JFK,FCO,AZ,2982
3050,2013-02-01,JFK,MBJ,B6,3078
3051,2013-04-01,JFK,KEF,FI,1446
3052,2013-11-01,EWR,YYZ,YX,34610
3053,2013-01-01,JFK,TLV,LY,4143
3054,2013-01-01,JFK,DUB,EI,3258
3055,2013-10-01,JFK,KEF,FI,1446
3056,2013-02-01,JFK,AUA,B6,3087
3057,2013-07-01,LGA,YUL,G7,18521
3058,2013-04-01,JFK,MBJ,B6,3078
3059,2013-02-01,JFK,CDG,AA,7711
3060,2013-04-01,JFK,SAL,TA,1578
3061,2013-09-01,JFK,CUN,AA,5646
3062,2013-06-01,JFK,GRU,AA,3664
3063,2013-10-01,JFK,SAL,TA,1578
3064,2013-10-01,JFK,NAS,B6,3196
3065,2013-02-01,JFK,GRU,AA,3664
3066,2013-11-01,JFK,AUA,B6,3087
3067,2013-10-01,JFK,CUN,AA,5646
3068,2013-04-01,JFK,YUL,9E,18521
3069,2013-08-01,LGA,YUL,RP,18521
3070,2013-10-01,LGA,YUL,EV,18521
3071,2013-06-01,JFK,YUL,RP,18521
3072,2013-02-01,JFK,YUL,9E,18521
3073,2013-07-01,LGA,YHZ,EV,3458
3074,2013-09-01,LGA,YHZ,EV,3458
3075,2013-12-01,JFK,MAD,IB,3671
3076,2013-12-01,EWR,YYZ,QK,34610
3077,2013-02-01,JFK,YYZ,9E,34610
3078,2013-02-01,JFK,STI,DL,6582
3079,2013-11-01,JFK,NAS,B6,3196
3080,2013-02-01,JFK,SDQ,DL,6752
3081,2013-03-01,JFK,SAL,TA,1578
3082,2013-02-01,JFK,BOG,AV,2913
3083,2013-12-01,JFK,GRU,AA,3664
3084,2013-03-01,EWR,CDG,UA,7711
3085,2013-02-01,EWR,FRA,UA,5406
3086,2013-11-01,EWR,YYZ,QK,34610
3087,2013-02-01,EWR,TLV,UA,4143
3088,2013-03-01,JFK,KIN,BW,2300
3089,2013-02-01,EWR,MEX,UA,5929
3090,2013-11-01,JFK,YUL,RP,18521
3091,2013-11-01,JFK,SAL,TA,1578
3092,2013-11-01,JFK,CUN,B6,5646
3093,2013-08-01,EWR,PUJ,UA,3067
3094,2013-06-01,EWR,EDI,UA,886
3095,2013-06-01,EWR,SJO,UA,1798
3096,2013-02-01,JFK,GRU,JJ,3664
3097,2013-01-01,JFK,CUN,B6,5646
3098,2013-11-01,EWR,CDG,UA,7711
3099,2013-02-01,JFK,AMS,KL,3750
3100,2013-08-01,LGA,YUL,G7,18521
3101,2013-09-01,JFK,NAS,B6,3196
3102,2013-02-01,JFK,NRT,NH,3625
3103,2013-02-01,JFK,SVO,SU,2182
3104,2013-02-01,JFK,PTY,CM,2364
3105,2013-02-01,JFK,ICN,KE,2221
3106,2013-01-01,JFK,CDG,AA,7711
3107,2013-08-01,EWR,SJO,UA,1798
3108,2013-06-01,EWR,PUJ,UA,3067
3109,2013-12-01,EWR,CUN,UA,5646
3110,2013-12-01,JFK,CDG,AA,7711
3111,2013-11-01,JFK,MAD,IB,3671
3112,2013-10-01,JFK,TLV,LY,4143
3113,2013-02-01,JFK,IST,TK,2630
3114,2013-11-01,EWR,LHR,VS,20374
3115,2013-06-01,EWR,YYZ,EV,34610
3116,2013-06-01,EWR,CDG,UA,7711
3117,2013-03-01,EWR,FRA,UA,5406
3118,2013-02-01,JFK,NAS,B6,3196
3119,2013-06-01,JFK,CDG,AA,7711
3120,2013-03-01,JFK,YUL,9E,18521
3121,2013-04-01,JFK,YYZ,9E,34610
3122,2013-05-01,JFK,KEF,FI,1446
3123,2013-06-01,EWR,NAS,UA,3196
3124,2013-04-01,EWR,FRA,UA,5406
3125,2013-10-01,LGA,YUL,RP,18521
3126,2013-04-01,JFK,MAD,IB,3671
3127,2013-09-01,EWR,LHR,VS,20374
3128,2013-11-01,JFK,CDG,AA,7711
3129,2013-06-01,EWR,MEX,UA,5929
3130,2013-08-01,JFK,GRU,AA,3664
3131,2013-05-01,EWR,YYZ,EV,34610
3132,2013-03-01,JFK,AUA,B6,3087
3133,2013-01-01,JFK,PUJ,B6,3067
3134,2013-02-01,JFK,CUN,B6,5646
3135,2013-03-01,EWR,LHR,VS,20374
3136,2013-11-01,JFK,DUB,EI,3258
3137,2013-03-01,EWR,TLV,UA,4143
3138,2013-11-01,EWR,TLV,UA,4143
3139,2013-01-01,JFK,MBJ,B6,3078
3140,2013-09-01,EWR,TLV,UA,4143
3141,2013-05-01,JFK,YUL,RP,18521
3142,2013-04-01,JFK,CDG,AA,7711
3143,2013-05-01,JFK,TLV,LY,4143
3144,2013-09-01,EWR,FRA,UA,5406
3145,2013-03-01,JFK,YYZ,9E,34610
3146,2013-12-01,JFK,YYZ,9E,34610
3147,2013-04-01,JFK,FCO,AZ,2982
3148,2013-09-01,JFK,YQB,RP,3231
3149,2013-09-01,EWR,MEX,UA,5929
3150,2013-01-01,JFK,YYZ,9E,34610
3151,2013-12-01,JFK,DUB,EI,3258
3152,2013-01-01,EWR,LHR,VS,20374
3153,2013-07-01,JFK,YQB,RP,3231
3154,2013-06-01,JFK,CUN,AA,5646
3155,2013-12-01,EWR,TLV,UA,4143
3156,2013-06-01,EWR,LHR,VS,20374
3157,2013-08-01,JFK,CUN,AA,5646
3158,2013-06-01,JFK,AMS,KL,3750
3159,2013-04-01,JFK,ZRH,LX,3248
3160,2013-08-01,LGA,YHZ,EV,3458
3161,2013-08-01,EWR,EDI,UA,886
3162,2013-04-01,JFK,STI,DL,6582
3163,2013-12-01,JFK,SVO,SU,2182
3164,2013-06-01,JFK,ICN,KE,2221
3165,2013-06-01,JFK,SVO,SU,2182
3166,2013-06-01,EWR,TLV,UA,4143
3167,2013-09-01,JFK,NRT,NH,3625
3168,2013-09-01,JFK,AMS,KL,3750
3169,2013-04-01,EWR,CDG,UA,7711
3170,2013-11-01,JFK,NRT,NH,3625
3171,2013-04-01,EWR,SJO,UA,1798
3172,2013-04-01,JFK,DUB,EI,3258
3173,2013-04-01,JFK,SVO,SU,2182
3174,2013-04-01,JFK,SDQ,DL,6752
3175,2013-10-01,JFK,YQB,RP,3231
3176,2013-09-01,EWR,CDG,UA,7711
3177,2013-12-01,JFK,IST,TK,2630
3178,2013-04-01,EWR,LHR,VS,20374
3179,2013-04-01,EWR,PUJ,UA,3067
3180,2013-09-01,EWR,LHR,BA,20374
3181,2013-11-01,JFK,PUJ,B6,3067
3182,2013-01-01,JFK,FCO,AZ,2982
3183,2013-12-01,EWR,MEX,UA,5929
3184,2013-11-01,JFK,SVO,SU,2182
3185,2013-11-01,JFK,BOG,AV,2913
3186,2013-06-01,EWR,FRA,UA,5406
3187,2013-11-01,JFK,IST,TK,2630
3188,2013-09-01,JFK,DUB,EI,3258
3189,2013-06-01,JFK,NRT,NH,3625
3190,2013-12-01,EWR,LHR,VS,20374
3191,2013-11-01,JFK,FCO,AZ,2982
3192,2013-06-01,JFK,PTY,CM,2364
3193,2013-04-01,EWR,TLV,UA,4143
3194,2013-04-01,JFK,PTY,CM,2364
3195,2013-08-01,EWR,FRA,UA,5406
3196,2013-11-01,JFK,PTY,CM,2364
3197,2013-07-01,JFK,AMS,KL,3750
3198,2013-04-01,JFK,AMS,KL,3750
3199,2013-06-01,JFK,MAD,IB,3671
3200,2013-09-01,JFK,PTY,CM,2364
3201,2013-11-01,EWR,MEX,UA,5929
3202,2013-06-01,JFK,DUB,EI,3258
3203,2013-09-01,JFK,SVO,SU,2182
3204,2013-01-01,JFK,ZRH,LX,3248
3205,2013-04-01,JFK,NRT,NH,3625
3206,2013-11-01,JFK,MBJ,B6,3078
3207,2013-06-01,JFK,BOG,AV,2913
3208,2013-04-01,EWR,MEX,UA,5929
3209,2013-11-01,JFK,AMS,KL,3750
3210,2013-01-01,EWR,FRA,UA,5406
3211,2013-06-01,JFK,AMS,DL,3750
3212,2013-08-01,EWR,CUN,UA,5646
3213,2013-07-01,EWR,MEX,UA,5929
3214,2013-07-01,EWR,TLV,UA,4143
3215,2013-05-01,JFK,YYZ,9E,34610
3216,2013-09-01,JFK,CDG,AA,7711
3217,2013-05-01,JFK,BOG,AV,2913
3218,2013-12-01,EWR,SJO,UA,1798
3219,2013-07-01,EWR,FRA,UA,5406
3220,2013-07-01,EWR,SJO,UA,1798
3221,2013-03-01,EWR,MEX,UA,5929
3222,2013-01-01,JFK,BOG,AV,2913
3223,2013-05-01,JFK,AMS,KL,3750
3224,2013-10-01,JFK,MAD,IB,3671
3225,2013-10-01,JFK,CDG,AA,7711
3226,2013-04-01,JFK,CUN,AA,5646
3227,2013-12-01,JFK,AMS,KL,3750
3228,2013-05-01,EWR,CDG,UA,7711
3229,2013-08-01,JFK,AMS,KL,3750
3230,2013-10-01,JFK,PTY,CM,2364
3231,2013-12-01,JFK,AUA,B6,3087
3232,2013-03-01,JFK,FCO,AZ,2982
